0,0,0.0099432
0.00388068,-0.00133574,0.0108598
0.00901488,-0.00360049,0.0154136
0.00716374,-0.0090289,0.0297614
0.00891763,-0.0130205,0.0307535
0.00989947,-0.0148659,0.0344615
0.0113123,-0.0180226,0.0420492
0.00431048,-0.0234868,0.0410357
0.00656827,-0.0256419,0.0421793
0.0198486,-0.0367729,0.0372922
0.020962,-0.0391241,0.0423013
0.0136975,-0.0468307,0.0243942
0.00159231,-0.0543696,0.035939
0.00297118,-0.055058,0.0358114
0.0030811,-0.0593131,0.0484377
0.00753501,-0.0613043,0.0506997
0.00665853,-0.0616565,0.0506545
0.00686975,-0.0618086,0.0510046
0.00403483,-0.0637861,0.0541149
0.00538084,-0.0650118,0.0573515
0.00387887,-0.0694918,0.0654606
0.0020348,-0.0744276,0.057139
0.00458511,-0.0800132,0.0533715
0.00335437,-0.0838444,0.0435038
0.00442229,-0.0847502,0.0416505
0.00520884,-0.0852586,0.0406565
0.00576869,-0.0919396,0.0241235
0.00439097,-0.0938352,0.02579
0.00669147,-0.096895,0.0273995
0.00840828,-0.0995869,0.0240165
0.00737173,-0.100638,0.0259898
0.00864258,-0.10159,0.0278687
0.00851296,-0.102908,0.0313508
0.0127279,-0.107853,0.0402971
0.013294,-0.108427,0.0415437
0.0143466,-0.113497,0.0342258
0.0138756,-0.114316,0.0362334
0.00251172,-0.121004,0.0283894
-0.00888132,-0.126781,0.0350196
-0.0059722,-0.128343,0.0358457
-0.00341197,-0.131111,0.04307
-0.00466939,-0.131689,0.0429168
-0.00864393,-0.133581,0.0402835
0.000128194,-0.138146,0.0416295
0.0176052,-0.147495,0.0404301
-0.00183721,-0.157257,0.048854
-0.0108414,-0.162237,0.043415
-0.0120822,-0.163528,0.0466897
-0.0011603,-0.175573,0.0464188
-0.00103574,-0.178941,0.0561373
-0.0139452,-0.184984,0.0509305
-0.014336,-0.185151,0.050829
-0.00254888,-0.190681,0.0484713
-0.00292693,-0.19324,0.040459
-0.00397227,-0.194851,0.0402531
-0.00208042,-0.201868,0.0525165
-0.00224724,-0.202143,0.0519776
-0.000463389,-0.206529,0.0523591
-0.00133485,-0.211376,0.0673433
0.0212966,-0.219197,0.073583
0.0209782,-0.219323,0.0733525
0.0385245,-0.225642,0.0643928
0.0353489,-0.23019,0.0756438
0.0351955,-0.231463,0.0774526
0.034473,-0.232475,0.0749837
0.0376874,-0.235027,0.0712397
0.0314952,-0.238944,0.0717847
0.0313609,-0.239448,0.0702294
0.0193964,-0.241773,0.069938
0.0063785,-0.244521,0.0724732
0.00529985,-0.24475,0.0727047
0.0017146,-0.24782,0.0635406
0.0533383,-0.259225,0.054764
0.0529424,-0.259414,0.055261
0.0636518,-0.262785,0.0567215
0.0626613,-0.263195,0.0558226
0.0697931,-0.265424,0.0524998
0.0698217,-0.265474,0.0526144
0.0677235,-0.26716,0.0511485
0.0670707,-0.273461,0.0323394
0.120892,-0.294228,-0.000207821
0.121959,-0.294652,3.68977e-05
0.112916,-0.299939,-0.0130023
0.115082,-0.301986,-0.0179529
0.115126,-0.302067,-0.0179198
0.114332,-0.303656,-0.0211304
0.115923,-0.310574,-0.0362995
0.116022,-0.310837,-0.0368642
0.11257,-0.314088,-0.0353063
0.112473,-0.314452,-0.0364176
0.150281,-0.325288,-0.0467625
0.138271,-0.329193,-0.0398915
0.122388,-0.334167,-0.0326815
0.122318,-0.335691,-0.0286477
0.119423,-0.337621,-0.03105
0.119749,-0.340456,-0.0398356
0.108185,-0.34298,-0.0407465
0.108481,-0.343371,-0.0395563
0.108,-0.344674,-0.0380666
0.105362,-0.348455,-0.0475009
0.105413,-0.348628,-0.0473132
0.0940124,-0.365868,-0.072826
0.0939478,-0.365937,-0.0727402
0.0930054,-0.370163,-0.0823506
0.0920972,-0.371152,-0.0813645
0.0878413,-0.375159,-0.0897089
0.0888048,-0.375898,-0.091413
0.0893788,-0.376248,-0.0915266
0.0862784,-0.380293,-0.0799454
0.106613,-0.388729,-0.0643993
